article_name,country,region,revision_id,article_quality,population
Hit Abhilashi,India,ASIA,794735307.0,Stub,1400.1
Balwantrai Mehta,India,ASIA,794780127.0,C,1400.1
One Life Is Not Enough,India,ASIA,795164328.0,Start,1400.1
Anthony Lancelot Dias,India,ASIA,795345107.0,Stub,1400.1
Hemesh Kharkwal,India,ASIA,795394882.0,Stub,1400.1
Armstrong Pame,India,ASIA,795464599.0,Start,1400.1
Shyamal Kumar Sen,India,ASIA,795608804.0,Start,1400.1
Sudesh Mahto,India,ASIA,795752935.0,Stub,1400.1
Bibha Ghosh Goswami,India,ASIA,795816231.0,Start,1400.1
Peela Govinda Satyanarayana,India,ASIA,795900234.0,Stub,1400.1
Brahm Prakash (politician),India,ASIA,795921402.0,Start,1400.1
Debabrata Bandyopadhyay,India,ASIA,796094124.0,Stub,1400.1
Naina Singh Chautala,India,ASIA,796304081.0,Stub,1400.1
Deepa Dasmunsi,India,ASIA,796304094.0,Start,1400.1
P. K. Jayalakshmi,India,ASIA,796304143.0,Start,1400.1
Panabaka Lakshmi,India,ASIA,796304166.0,Stub,1400.1
Niranjan Jyoti,India,ASIA,796304175.0,Start,1400.1
Paramjit Kaur Gulshan,India,ASIA,796304183.0,Stub,1400.1
Kamsa Meghwal,India,ASIA,796338486.0,Stub,1400.1
Birendra Narayan Chakraborty,India,ASIA,796390599.0,Start,1400.1
Ajjampur Rangaiah Ghanashyam,India,ASIA,796410046.0,Stub,1400.1
Ashley J. Tellis,India,ASIA,796537845.0,Stub,1400.1
Political families of Gujarat,India,ASIA,796547745.0,Stub,1400.1
Jaipal Reddy,India,ASIA,796666016.0,C,1400.1
Vishnu Gupta,India,ASIA,796855002.0,Stub,1400.1
Thupstan Chhewang,India,ASIA,796887436.0,Start,1400.1
Jaleshwar Mahato,India,ASIA,796921779.0,Stub,1400.1
Sibakatullah Ansari,India,ASIA,797060452.0,Stub,1400.1
M. M. Rajendran,India,ASIA,797122457.0,Stub,1400.1
Ch. Chhunga,India,ASIA,797181768.0,Start,1400.1
Mohammad Shafi Bhat,India,ASIA,797184459.0,Stub,1400.1
Raj Kumar Jaichandra Singh,India,ASIA,797221701.0,Start,1400.1
Nagore E. M. Hanifa,India,ASIA,797344435.0,Start,1400.1
Sunil Chhatrapal Kedar,India,ASIA,797363573.0,Stub,1400.1
Bhairab Dutt Pande,India,ASIA,797407357.0,Stub,1400.1
Gopi Chand Bhargava,India,ASIA,797479404.0,Stub,1400.1
Banda Karthika Reddy,India,ASIA,797671490.0,Stub,1400.1
Hemant Katare,India,ASIA,797675693.0,Stub,1400.1
William Lee-Warner,India,ASIA,797697432.0,Stub,1400.1
Teja Singh Akarpuri,India,ASIA,797756385.0,Start,1400.1
Sukhbans Kaur Bhinder,India,ASIA,797805370.0,Start,1400.1
Soni Sori,India,ASIA,797864518.0,GA,1400.1
Heera Saraniya,India,ASIA,798236459.0,Start,1400.1
Sunila Devi,India,ASIA,798314604.0,Start,1400.1
Dola Sen,India,ASIA,798317896.0,Stub,1400.1
Dharambir,India,ASIA,798337847.0,Stub,1400.1
Tariq Anwar (politician),India,ASIA,798458314.0,Start,1400.1
T. S. Bajwa,India,ASIA,798462703.0,Stub,1400.1
Rajinder Kaur,India,ASIA,798482202.0,Stub,1400.1
Kamini Jindal,India,ASIA,798492139.0,Stub,1400.1
Somnath Lahiri,India,ASIA,798507651.0,Start,1400.1
K. S. Sabarinathan,India,ASIA,798531706.0,Start,1400.1
Om Prakash Chautala,India,ASIA,798550386.0,Start,1400.1
Veena Shahi,India,ASIA,798591279.0,Stub,1400.1
Suman Mahato,India,ASIA,798591307.0,Stub,1400.1
Mamtaz Sanghamita,India,ASIA,798591335.0,Start,1400.1
Uma Saren,India,ASIA,798591337.0,Stub,1400.1
Neelam Sonkar,India,ASIA,798591341.0,Stub,1400.1
Savitri Thakur,India,ASIA,798591447.0,Stub,1400.1
Begum Akbar Jehan Abdullah,India,ASIA,798591716.0,Start,1400.1
Akkamma Devi,India,ASIA,798591718.0,Stub,1400.1
Sarojini Mahishi,India,ASIA,798591724.0,Start,1400.1
Satwinder Kaur Dhaliwal,India,ASIA,798591730.0,Start,1400.1
Annai Meenambal Shivaraj,India,ASIA,798591732.0,Stub,1400.1
Bijoya Chakravarty,India,ASIA,798591753.0,Start,1400.1
Chandresh Kumari Katoch,India,ASIA,798591770.0,Start,1400.1
Renuka Chowdhury,India,ASIA,798591772.0,C,1400.1
Kailasho Devi,India,ASIA,798591777.0,Stub,1400.1
Preneet Kaur,India,ASIA,798591781.0,C,1400.1
Rita Verma,India,ASIA,798591892.0,Start,1400.1
Suryakanta Patil,India,ASIA,798591916.0,Start,1400.1
Girija Vyas,India,ASIA,798591931.0,Start,1400.1
Ranee Narah,India,ASIA,798594242.0,Start,1400.1
Sushila Nayyar,India,ASIA,798595421.0,Start,1400.1
R. Bindu,India,ASIA,798595805.0,Stub,1400.1
Sabitha Beegam,India,ASIA,798595849.0,Stub,1400.1
Sidharth Kuncalienker,India,ASIA,798672443.0,Stub,1400.1
Raj Kumar Ranbir Singh,India,ASIA,798840765.0,Stub,1400.1
Ramesh Chander Bidhan,India,ASIA,798841317.0,Stub,1400.1
Sangam Lal Gupta,India,ASIA,798860488.0,Stub,1400.1
Dasarathi Tah,India,ASIA,799020036.0,Start,1400.1
Vijay Kumar Shukla,India,ASIA,799155296.0,Start,1400.1
Phosum Khimhun,India,ASIA,799185547.0,Stub,1400.1
G. Kuchelar,India,ASIA,799254441.0,Stub,1400.1
Sanjiv Kumar (politician),India,ASIA,799356960.0,Stub,1400.1
K. Kalyanasundaramier,India,ASIA,799524405.0,Start,1400.1
Dharti Pakad,India,ASIA,799799902.0,Stub,1400.1
Beant Singh (chief minister),India,ASIA,799831250.0,Start,1400.1
Purushottam Mavalankar,India,ASIA,799855926.0,Start,1400.1
Vivek Gupta,India,ASIA,799962674.0,Start,1400.1
Anant Kumar Singh,India,ASIA,800008816.0,Start,1400.1
Ngamthang Haokip,India,ASIA,800051636.0,Stub,1400.1
Neeraj Chaturvedi,India,ASIA,800071527.0,Stub,1400.1
Disqualification of convicted representatives in India,India,ASIA,800074918.0,Start,1400.1
Francisco Pacheco (politician),India,ASIA,800084940.0,C,1400.1
Lalit Nagar,India,ASIA,800111753.0,Stub,1400.1
Shakeel Ahmad Khan,India,ASIA,800129147.0,Start,1400.1
Shubha Raul,India,ASIA,800156436.0,Start,1400.1
Amerika Pradhan,India,ASIA,800198207.0,Stub,1400.1
Rao Dan Singh,India,ASIA,800227673.0,Start,1400.1
Abhimanyu Rao,India,ASIA,800233652.0,Stub,1400.1
Political families of India,India,ASIA,800298539.0,Start,1400.1
Satyavrata Siddhantalankar,India,ASIA,800362126.0,Stub,1400.1
Malini Gaud,India,ASIA,800434387.0,Stub,1400.1
Mamta Meena,India,ASIA,800439390.0,Stub,1400.1
Annapurna Mishra,India,ASIA,800444804.0,Stub,1400.1
Krishna Murari Moghe,India,ASIA,800444848.0,Stub,1400.1
Janak Kotak,India,ASIA,800458456.0,Stub,1400.1
Inder Singh Namdhari,India,ASIA,800466467.0,Stub,1400.1
Sultan Ahmed (politician),India,ASIA,800471907.0,Start,1400.1
Ramdas Nayak,India,ASIA,800479004.0,Stub,1400.1
Raghu Nandan Mandal,India,ASIA,800483645.0,Start,1400.1
Vidya Charan Shukla,India,ASIA,800486975.0,GA,1400.1
Suman Shringi,India,ASIA,800487310.0,Stub,1400.1
Radha Raman Shastri,India,ASIA,800488513.0,Start,1400.1
Amit Shah (mayor),India,ASIA,800489745.0,Start,1400.1
Chandu Lal Sahu,India,ASIA,800491541.0,Stub,1400.1
Lakhan Lal Sahu,India,ASIA,800491560.0,Stub,1400.1
Manjinder Singh Sirsa,India,ASIA,800546199.0,Stub,1400.1
Salman Haidar,India,ASIA,800573533.0,Stub,1400.1
Bakhshish Singh Virk,India,ASIA,800583707.0,Stub,1400.1
Malik Barkat Ali,India,ASIA,800604861.0,Start,1400.1
Dutta Samant,India,ASIA,800693722.0,C,1400.1
Jaipal Singh Munda,India,ASIA,800833612.0,C,1400.1
Thirumudi N. Sethuraman,India,ASIA,800904841.0,Start,1400.1
K. C. Tyagi,India,ASIA,800946100.0,Start,1400.1
Hardeep Singh Puri,India,ASIA,800953482.0,Start,1400.1
Sansuma Khunggur Bwiswmuthiary,India,ASIA,801051348.0,Stub,1400.1
Bikram Singh Thekedar,India,ASIA,801208087.0,Start,1400.1
Political families of Bihar,India,ASIA,801235229.0,Start,1400.1
Haren Pandya,India,ASIA,801250727.0,C,1400.1
Wahengbam Nipamacha Singh,India,ASIA,801288983.0,Stub,1400.1
K. Somaprasad,India,ASIA,801298107.0,Stub,1400.1
Dinesh Nandan Sahay,India,ASIA,801300264.0,Stub,1400.1
Mahender Singh Gurjar,India,ASIA,801327382.0,Stub,1400.1
Chiman Saparaiya,India,ASIA,801334455.0,Stub,1400.1
Zora Singh Maan,India,ASIA,801340732.0,Stub,1400.1
Sunil Kumar Sharma (politician),India,ASIA,801374003.0,Start,1400.1
Bijoy Kumar Hrangkhawl,India,ASIA,801394016.0,Stub,1400.1
Triloki Nath Kaul,India,ASIA,801417289.0,Start,1400.1
V. D. Satheesan,India,ASIA,801443513.0,Start,1400.1
Arjan Singh Mastana,India,ASIA,801459511.0,Stub,1400.1
Ravindra Kumar Pandey,India,ASIA,801544623.0,Stub,1400.1
Bidyut Baran Mahato,India,ASIA,801544691.0,Stub,1400.1
Jyotsana Srivastava,India,ASIA,801545717.0,Stub,1400.1
Shatarudra Prakash,India,ASIA,801546271.0,Stub,1400.1
Ram Kripal Sinha,India,ASIA,801547738.0,Start,1400.1
T. M. Selvaganapathy,India,ASIA,801571466.0,Stub,1400.1
Sunil Kumar Mahato,India,ASIA,801578378.0,Start,1400.1
Sebastian Paul,India,ASIA,801628685.0,Start,1400.1
Hukam Ram,India,ASIA,801634569.0,Stub,1400.1
Deputy Chief Minister of Goa,India,ASIA,801646503.0,Stub,1400.1
Mazhar Ali Azhar,India,ASIA,801702189.0,Stub,1400.1
C. N. Annadurai,India,ASIA,801829674.0,B,1400.1
Vinayak Mete,India,ASIA,801851425.0,Stub,1400.1
Amar Shankar Sable,India,ASIA,801851533.0,Stub,1400.1
Nagam Janardhan Reddy,India,ASIA,801854352.0,Stub,1400.1
Ajay Sancheti,India,ASIA,801856672.0,Start,1400.1
Fazl-i-Hussain,India,ASIA,801867696.0,Start,1400.1
Jagat Singh Mehta,India,ASIA,801881432.0,Stub,1400.1
Altaf Bukhari,India,ASIA,801971090.0,Stub,1400.1
List of politicians from Bihar,India,ASIA,801985451.0,Start,1400.1
Mirwaiz Maulvi Farooq,India,ASIA,801987075.0,Stub,1400.1
Kanaji Thakor,India,ASIA,801989318.0,Stub,1400.1
Political families of Haryana,India,ASIA,802022159.0,Start,1400.1
Dilip Sarkar (Tripura politician),India,ASIA,802045189.0,Stub,1400.1
Subhash Chandra,India,ASIA,802046100.0,C,1400.1
Diba Chandra Hrangkhawl,India,ASIA,802046671.0,Stub,1400.1
Yamuna Prasad Shastri,India,ASIA,802145542.0,Stub,1400.1
A.K. Chellaiya,India,ASIA,802321777.0,Stub,1400.1
Vijay Singh Yadav,India,ASIA,802345570.0,Stub,1400.1
List of politicians of Kerala,India,ASIA,802370955.0,Start,1400.1
Ninan Koshy,India,ASIA,802414245.0,Stub,1400.1
Vijay Sampla,India,ASIA,802466481.0,Start,1400.1
P. D. T. Acharya,India,ASIA,802529896.0,Stub,1400.1
Saugata Roy,India,ASIA,802581543.0,Start,1400.1
Ashok Kantha,India,ASIA,802593454.0,Stub,1400.1
Mohammad Shahabuddin,India,ASIA,802608034.0,B,1400.1
Mohan Prakash,India,ASIA,802646972.0,Stub,1400.1
Savitri Jindal,India,ASIA,802753515.0,Start,1400.1
Ajoy Mukherjee,India,ASIA,802758971.0,Start,1400.1
Kiran Kandolkar,India,ASIA,802909340.0,Stub,1400.1
Jagatvir Singh Drona,India,ASIA,802913991.0,Start,1400.1
Nago Ganar,India,ASIA,802915372.0,Stub,1400.1
Kamalbhan Singh Marabi,India,ASIA,802916247.0,Stub,1400.1
Sapam Kunjakeswor Singh,India,ASIA,802916731.0,Stub,1400.1
Tesam Pongte,India,ASIA,802917079.0,Stub,1400.1
Kaling Moyong,India,ASIA,802917093.0,Stub,1400.1
Geeta Bharat Jain,India,ASIA,802918594.0,Start,1400.1
Bhushan Lal Jangde,India,ASIA,802918866.0,Stub,1400.1
Reshamlal Jangade,India,ASIA,802918903.0,Stub,1400.1
Roop Rani,India,ASIA,802919376.0,Stub,1400.1
Satish Mahana,India,ASIA,802921178.0,Stub,1400.1
Alka Rai,India,ASIA,802921593.0,Start,1400.1
Kailash Nath Sonkar,India,ASIA,802921770.0,Stub,1400.1
Keshaw Prasad Chandra,India,ASIA,802927798.0,Stub,1400.1
Shekhar Tiwari,India,ASIA,802930043.0,Start,1400.1
Raju Pal,India,ASIA,802930551.0,Stub,1400.1
Jugal Kishore (UP politician),India,ASIA,802931391.0,Stub,1400.1
Rajaram (politician),India,ASIA,802931614.0,Stub,1400.1
Tahir Hussain Siddique,India,ASIA,802934281.0,Stub,1400.1
Kiyanilie Peseyie,India,ASIA,802989420.0,Stub,1400.1
An Autobiography (Nehru),India,ASIA,803044205.0,Stub,1400.1
K. K. Shailaja,India,ASIA,803082807.0,Stub,1400.1
Sanjay Chaudhary,India,ASIA,803097052.0,Stub,1400.1
List of assassinated Indian politicians,India,ASIA,803192276.0,Start,1400.1
Anand Mohan Singh,India,ASIA,803290431.0,GA,1400.1
Ashok Kumar Dogra,India,ASIA,803309174.0,Stub,1400.1
Vishakha Raut,India,ASIA,803325525.0,Stub,1400.1
Jawala Prasad Jyotishi,India,ASIA,803381759.0,Stub,1400.1
Matvar Singh Kandari,India,ASIA,803424318.0,Stub,1400.1
Shibu Soren,India,ASIA,803439644.0,C,1400.1
Kunwar Sushant Singh,India,ASIA,803499703.0,Start,1400.1
Prashant Singh,India,ASIA,803556199.0,Stub,1400.1
Ranvijay Singh Judev,India,ASIA,803578957.0,Stub,1400.1
Krishna Tirath,India,ASIA,803621657.0,C,1400.1
Gopal Rajwani,India,ASIA,803642740.0,Start,1400.1
Tarkeshwari Sinha,India,ASIA,803713107.0,Start,1400.1
Women's political participation in India,India,ASIA,803766771.0,GA,1400.1
Mukhtar Ansari,India,ASIA,803834149.0,C,1400.1
Yangmaso Shaiza,India,ASIA,803854781.0,C,1400.1
Sumitra Mahajan,India,ASIA,803894090.0,C,1400.1
Purushottam Kaushik,India,ASIA,803923326.0,Stub,1400.1
Dilip Tirkey,India,ASIA,803927279.0,Start,1400.1
Nagabhairava Jaya Prakash Narayana,India,ASIA,803935405.0,C,1400.1
Hargovind Bhargava,India,ASIA,804043583.0,Stub,1400.1
Kapil Krishna Thakur,India,ASIA,804044053.0,Stub,1400.1
Prem Khandu Thungan,India,ASIA,804064963.0,Stub,1400.1
Ehsan Jafri,India,ASIA,804071133.0,C,1400.1
Pappu Kalani,India,ASIA,804090461.0,C,1400.1
N. Appaji Gowda,India,ASIA,804132298.0,Stub,1400.1
K. V. Narayana Swamy,India,ASIA,804132817.0,Stub,1400.1
Dipankar Bhattacharya,India,ASIA,804151598.0,Start,1400.1
Hagrama Mohilary,India,ASIA,804153459.0,Stub,1400.1
Urkhao Gwra Brahma,India,ASIA,804158584.0,Stub,1400.1
Biswajit Daimary,India,ASIA,804160636.0,Stub,1400.1
Rupnath Brahma,India,ASIA,804160662.0,Stub,1400.1
Maharaja Krishna Rasgotra,India,ASIA,804227373.0,Start,1400.1
Hukam Singh,India,ASIA,804232228.0,Stub,1400.1
José Ferreira Bossa,India,ASIA,804254152.0,Stub,1400.1
Sewa Singh Thikriwala,India,ASIA,804314714.0,Stub,1400.1
Brijendra Singh,India,ASIA,804325468.0,Start,1400.1
Ramappa Timmapur,India,ASIA,804332531.0,Stub,1400.1
Mofida Ahmed,India,ASIA,804361669.0,Stub,1400.1
Neeraj Bora,India,ASIA,804373990.0,Start,1400.1
Vinay Shakya,India,ASIA,804381472.0,Stub,1400.1
Pendyal Raghava Rao,India,ASIA,804388304.0,Stub,1400.1
Om Prakash Rajbhar,India,ASIA,804468241.0,Start,1400.1
Harcharan Singh Longowal,India,ASIA,804503167.0,C,1400.1
Akon Bora,India,ASIA,804513110.0,Stub,1400.1
Akshay Yadav,India,ASIA,804550163.0,Stub,1400.1
Y. Hewoto Awomi,India,ASIA,804579791.0,Stub,1400.1
V. Vijayasai Reddy,India,ASIA,804649489.0,Start,1400.1
Harbans Lal Khanna,India,ASIA,804673492.0,Stub,1400.1
Umed Singh,India,ASIA,804713869.0,Stub,1400.1
Mohsina Kidwai,India,ASIA,804721555.0,Start,1400.1
Babu Parmanand,India,ASIA,804810675.0,Stub,1400.1
Dhirendra Singh,India,ASIA,804850700.0,Start,1400.1
Saleem Ahmed,India,ASIA,804869203.0,B,1400.1
Ajay Singh Chautala,India,ASIA,804892246.0,Start,1400.1
Pradip Kumar Brahma,India,ASIA,804915584.0,Stub,1400.1
Prabhat Kumar,India,ASIA,804962461.0,Stub,1400.1
Ved Marwah,India,ASIA,804962649.0,Stub,1400.1
Krishna Raj,India,ASIA,804968128.0,Stub,1400.1
Ambrish Singh Pushkar,India,ASIA,804972023.0,Stub,1400.1
Dinesh Sharma,India,ASIA,804972769.0,Start,1400.1
Anupriya Patel,India,ASIA,804974221.0,Start,1400.1
Adesh Partap Singh Kairon,India,ASIA,804994921.0,Stub,1400.1
Amrik Singh Dhillon,India,ASIA,804994961.0,Stub,1400.1
Avtar Singh Malhotra,India,ASIA,804995020.0,Start,1400.1
Charanjit Singh Atwal,India,ASIA,804995112.0,Start,1400.1
Gurdev Singh Badal,India,ASIA,804995186.0,Stub,1400.1
Harcharan Bains,India,ASIA,804995207.0,Stub,1400.1
Harsimrat Kaur Badal,India,ASIA,804995227.0,Start,1400.1
Hira Singh Gabria,India,ASIA,804995233.0,Stub,1400.1
Rattan Singh Ajnala,India,ASIA,804995434.0,Stub,1400.1
Razia Sultana (politician),India,ASIA,804995448.0,Start,1400.1
Sadhu Singh Thind,India,ASIA,804995834.0,Stub,1400.1
Karni Singh,India,ASIA,805029045.0,Start,1400.1
Letpao Haokip,India,ASIA,805046485.0,Stub,1400.1
Yamthong Haokip,India,ASIA,805046850.0,Stub,1400.1
Gaikhangam Gangmei,India,ASIA,805046998.0,Stub,1400.1
Jai Kumar Singh Jaiki,India,ASIA,805216826.0,Stub,1400.1
Abdul Ghani Lone,India,ASIA,805224315.0,Start,1400.1
Thuingaleng Muivah,India,ASIA,805234429.0,Start,1400.1
Sone Lal Patel,India,ASIA,805305263.0,Stub,1400.1
Keshab Mahanta,India,ASIA,805357523.0,Stub,1400.1
A. M. Krishnamurthy,India,ASIA,805362105.0,Stub,1400.1
Yasar Shah,India,ASIA,805394015.0,C,1400.1
Najma Heptulla,India,ASIA,805412979.0,C,1400.1
Arun Sood,India,ASIA,805430294.0,Stub,1400.1
Probodh Purkait,India,ASIA,805457259.0,Stub,1400.1
Arvind Dave,India,ASIA,805457935.0,Stub,1400.1
Ghulam Mohammad Shah,India,ASIA,805474401.0,Start,1400.1
Anis Kidwai,India,ASIA,805510957.0,Start,1400.1
Jogaram Patel,India,ASIA,805547349.0,Stub,1400.1
Hari Shankar Tiwari,India,ASIA,805580808.0,Start,1400.1
Yusuf Meherally,India,ASIA,805637949.0,Stub,1400.1
Bal Thackeray,India,ASIA,805639220.0,GA,1400.1
Robert Masih Nahar,India,ASIA,805683581.0,Stub,1400.1
Sunder Singh Bhandari,India,ASIA,805719705.0,Start,1400.1
Chiranjeevi Jetty,India,ASIA,805720882.0,Stub,1400.1
Kanshi Ram,India,ASIA,805730120.0,C,1400.1
Saroj Pandey,India,ASIA,805730181.0,Start,1400.1
Raj Thackeray,India,ASIA,805777888.0,C,1400.1
Girish Chandra Saxena,India,ASIA,805830402.0,Start,1400.1
Rajesh Rishi,India,ASIA,805844566.0,Start,1400.1
Vangaveeti Mohana Ranga,India,ASIA,805847796.0,C,1400.1
Balmukund Goutam,India,ASIA,805872615.0,Start,1400.1
Leo Varadkar,India,ASIA,805967299.0,C,1400.1
Meira Kumar,India,ASIA,806014468.0,C,1400.1
Beckstar Sangma,India,ASIA,806033568.0,Stub,1400.1
S.G. Murugaiyan,India,ASIA,806047391.0,C,1400.1
V. Radhika Selvi,India,ASIA,806063437.0,Stub,1400.1
Laeta Umbrey,India,ASIA,806118015.0,Stub,1400.1
Wangpha Lowang,India,ASIA,806119656.0,Stub,1400.1
Sobeng Tayeng,India,ASIA,806120855.0,Stub,1400.1
Sanford Marak,India,ASIA,806127581.0,Stub,1400.1
Kartik Oraon,India,ASIA,806157426.0,Stub,1400.1
Bishwanath Roy,India,ASIA,806177356.0,Stub,1400.1
Sardar Surjit Singh Majithia,India,ASIA,806185787.0,Stub,1400.1
Paritala Ravindra,India,ASIA,806196742.0,C,1400.1
Mahatma Gandhi,India,ASIA,806203768.0,FA,1400.1
Gojen Gadi,India,ASIA,806219014.0,Stub,1400.1
Parveen Amanullah,India,ASIA,806255959.0,Stub,1400.1
Arun Kumar Sarmah,India,ASIA,806286568.0,Stub,1400.1
List of politicians of Indian descent,India,ASIA,806311457.0,B,1400.1
C. Rajagopalachari,India,ASIA,806313042.0,B,1400.1
Alok Sanjar,India,ASIA,806327203.0,Stub,1400.1
Zamru Manglu Kahandole,India,ASIA,806385533.0,Stub,1400.1
Shivendra Bijoy Malla Deb,India,ASIA,806385870.0,Stub,1400.1
Phoolan Devi,India,ASIA,806436876.0,C,1400.1
Mahendra Karma,India,ASIA,806448447.0,C,1400.1
Kalvakuntla Chandrashekhar Rao,India,ASIA,806470589.0,C,1400.1
Gaya Singh,India,ASIA,806476255.0,Stub,1400.1
Nehru–Gandhi family,India,ASIA,806527031.0,C,1400.1
Pappu Yadav,India,ASIA,806537874.0,C,1400.1
Shailendra Mahato,India,ASIA,806543601.0,Stub,1400.1
Motamma,India,ASIA,806631359.0,Start,1400.1
Alambadi (politician),India,ASIA,806635385.0,Start,1400.1
Alphons Kannanthanam,India,ASIA,806651869.0,C,1400.1
Fayaz Ahmad Mir,India,ASIA,806663842.0,Stub,1400.1
Naresh Gujral,India,ASIA,806706826.0,Stub,1400.1
Keshavrao Jedhe,India,ASIA,806766279.0,Start,1400.1
Kuldeep Sharma,India,ASIA,806781175.0,Stub,1400.1
Sadanand Chauhan,India,ASIA,806792734.0,Stub,1400.1
Harsharan Singh Balli,India,ASIA,806835956.0,C,1400.1
Rajiv Gandhi,India,ASIA,806836416.0,GA,1400.1
Abdul Mannan (West Bengal politician),India,ASIA,806848360.0,Stub,1400.1
Lakshmi Parvathi,India,ASIA,806863710.0,Stub,1400.1
Surajbhan Singh,India,ASIA,806868721.0,Start,1400.1
Vaiko,India,ASIA,806873954.0,C,1400.1
S. Ramadoss,India,ASIA,806883583.0,Stub,1400.1
Mukunda Ram Choudhury,India,ASIA,806925410.0,Stub,1400.1
Sukh Ram,India,ASIA,806955889.0,Start,1400.1
Vasundhara Raje,India,ASIA,806956603.0,C,1400.1
Rakesh Singha,India,ASIA,807004926.0,Stub,1400.1
Nirmala Sitharaman,India,ASIA,807039937.0,C,1400.1
Madan Tamang,India,ASIA,807133964.0,C,1400.1
Vijay Mallya,India,ASIA,807147026.0,B,1400.1
Ambedkar family,India,ASIA,807149436.0,Stub,1400.1
Vijayakanth,India,ASIA,807153684.0,B,1400.1
Govind Gaude,India,ASIA,807157534.0,Stub,1400.1
Vijaya Raje,India,ASIA,807161333.0,Stub,1400.1
Arindam Bhattacharya (politician),India,ASIA,807171497.0,Stub,1400.1
Gandhism,India,ASIA,807182353.0,C,1400.1
Lalu Prasad Yadav,India,ASIA,807186937.0,GA,1400.1
Political families of Maharashtra,India,ASIA,807188327.0,B,1400.1
Pranab Mukherjee,India,ASIA,807204320.0,GA,1400.1
Innocent (actor),India,ASIA,807204700.0,C,1400.1
Arvind Kejriwal,India,ASIA,807217536.0,GA,1400.1
Madhu Kinnar,India,ASIA,807254742.0,Stub,1400.1
Sharad Pawar,India,ASIA,807259028.0,C,1400.1
Sushma Swaraj,India,ASIA,807283769.0,C,1400.1
H. Khekiho Zhimomi,India,ASIA,807301484.0,Stub,1400.1
J. F. R. Jacob,India,ASIA,807312721.0,GA,1400.1
Maqbool Sherwani,India,ASIA,807320547.0,Stub,1400.1
Rajendra Kumar Rai,India,ASIA,807323964.0,Stub,1400.1
Emonsing M Sangma,India,ASIA,807338356.0,Stub,1400.1
Mohammad Shafi Qureshi,India,ASIA,807341484.0,Start,1400.1
Sriman Prafulla Goswami,India,ASIA,807348173.0,Stub,1400.1
Yasoda Reddy,India,ASIA,807351379.0,Stub,1400.1
Bira Kesari Deo,India,ASIA,807354190.0,Stub,1400.1
Chityala Ailamma,India,ASIA,807354591.0,Start,1400.1
K Chandrasekharan,India,ASIA,807357885.0,Stub,1400.1
Syama Prasad Mukherjee,India,ASIA,807372494.0,GA,1400.1
H. Raja,India,ASIA,807372567.0,Start,1400.1
Ramesh Chander Kaushik,India,ASIA,807373521.0,Stub,1400.1
Aseem Goel,India,ASIA,807383037.0,Stub,1400.1
A M Tariq,India,ASIA,807391645.0,Stub,1400.1
Mamata Banerjee,India,ASIA,807406359.0,B,1400.1
Indira Gandhi,India,ASIA,807439033.0,B,1400.1
V.P. Deenadayalu Naidu,India,ASIA,807478407.0,Stub,1400.1
Mangal Das Pakvasa,India,ASIA,807479965.0,Stub,1400.1
Cayetano Pacana,Philippines,ASIA,492964343.0,Stub,109.581
Maximo Suniel,Philippines,ASIA,559553872.0,Stub,109.581
Tirso Neri,Philippines,ASIA,630704768.0,Stub,109.581
Adela Serra-Ty,Philippines,ASIA,650462344.0,Stub,109.581
Jose Solis,Philippines,ASIA,683282915.0,Stub,109.581
Batarah Shah Tengah,Philippines,ASIA,704358444.0,C,109.581
Eriberto Loreto,Philippines,ASIA,710688917.0,Stub,109.581
Floydelia Diasen,Philippines,ASIA,711224007.0,Stub,109.581
Crisologo Abines,Philippines,ASIA,713595856.0,Stub,109.581
Rodolfo Plaza,Philippines,ASIA,713600706.0,Stub,109.581
Reno Lim,Philippines,ASIA,713600877.0,Stub,109.581
Carlo Oliver Diasnes,Philippines,ASIA,713610729.0,Stub,109.581
Pedro Pancho,Philippines,ASIA,713647643.0,Stub,109.581
Reylina Nicolas,Philippines,ASIA,713647734.0,Stub,109.581
Pedro Romualdo,Philippines,ASIA,713801467.0,Stub,109.581
Benhur Salimbangon,Philippines,ASIA,713905214.0,Stub,109.581
Marc Douglas Cagas IV,Philippines,ASIA,714071186.0,Stub,109.581
Judy Syjuco,Philippines,ASIA,714323139.0,Stub,109.581
Apolinar Velez,Philippines,ASIA,714419417.0,Stub,109.581
Constantino Jaraula,Philippines,ASIA,715031563.0,Stub,109.581
Telesforo Castillejos,Philippines,ASIA,715061225.0,Stub,109.581
Camilo Lammawin,Philippines,ASIA,715878914.0,Start,109.581
Máximo Macapobre,Philippines,ASIA,717607918.0,Start,109.581
Terence Perez,Philippines,ASIA,718257706.0,Stub,109.581
Ronaldo Geron,Philippines,ASIA,718892028.0,Stub,109.581
Edison Rey Batiquin,Philippines,ASIA,719342595.0,Stub,109.581
Nur-Ana Sahidulla,Philippines,ASIA,719556481.0,Start,109.581
Sakib Salajin,Philippines,ASIA,719579815.0,Stub,109.581
Jomar Malangkit Maturan,Philippines,ASIA,719579878.0,Stub,109.581
Durie Kallahal,Philippines,ASIA,719579931.0,Stub,109.581
Muctar Yunos Junaid,Philippines,ASIA,719582160.0,Stub,109.581
Fatmawati Salapuddin,Philippines,ASIA,719590730.0,Stub,109.581
Mamintal M. Adiong Sr.,Philippines,ASIA,719596548.0,Stub,109.581
